genres,id,original_language,release_date,title,vote_average
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11775,en,2003-02-09,Intolerable Cruelty,5.8
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2577,en,2003-02-09,Code 46,6.2
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",6016,en,2003-03-04,The Good Thief,6
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",10708,en,2003-03-05,Daddy Day Care,5.6
"[{""id"": 35, ""name"": ""Comedy""}]",10330,en,2003-03-08,Freaky Friday,6
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2116,en,2003-03-10,Out of Time,6.1
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",1584,en,2003-03-10,School of Rock,6.7
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",50538,fr,2003-03-10,Evil Words,6.9
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",8409,en,2003-04-04,A Man Apart,5.8
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}]",17995,en,2003-04-04,DysFunktional Family,6.1
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",584,en,2003-05-06,2 Fast 2 Furious,6.2
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",9616,en,2003-05-09,The Order,4.8
"[{""id"": 35, ""name"": ""Comedy""}]",13778,en,2003-05-09,Dickie Roberts: Former Child Star,5.1
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",1415,en,2003-05-09,Party Monster,5.9
"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",11194,en,2003-05-09,Touching the Void,7.6
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",25428,en,2003-05-10,I Love Your Work,6.5
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",605,en,2003-05-11,The Matrix Revolutions,6.4
[],281189,en,2003-05-11,Gory Gory Hallelujah,1
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}]",616,en,2003-05-12,The Last Samurai,7.3
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]",6038,en,2003-06-02,Shanghai Knights,6
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",9486,en,2003-06-04,Johnny English,6
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",321,en,2003-06-06,Mambo Italiano,5.6
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",470,en,2003-06-09,21 Grams,7.2
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",9919,en,2003-07-02,How to Lose a Guy in 10 Days,6.3
"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}]",14873,en,2003-07-02,The Jungle Book 2,5.6
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",9567,en,2003-07-03,Tears of the Sun,6.4
"[{""id"": 35, ""name"": ""Comedy""}]",10678,en,2003-07-03,Bringing Down the House,5.4
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",20,en,2003-07-03,My Life Without Me,7.2
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",508,en,2003-07-09,Love Actually,7
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",322,en,2003-07-10,Mystic River,7.6
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",9257,en,2003-08-08,S.W.A.T.,5.8
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",11351,en,2003-08-08,Jeepers Creepers 2,5.5
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",24356,en,2003-08-08,Masked and Anonymous,5.2
"[{""id"": 35, ""name"": ""Comedy""}]",12090,en,2003-09-01,Just Married,5.3
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",338,de,2003-09-02,"Good bye, Lenin!",7.4
"[{""id"": 18, ""name"": ""Drama""}]",10930,fr,2003-09-02,The Flower of Evil,5.7
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",11375,en,2003-09-06,Hollywood Homicide,5
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",22,en,2003-09-07,Pirates of the Caribbean: The Curse of the Black Pearl,7.5
"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",10944,en,2003-09-09,In the Cut,4.6
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",10981,en,2003-09-09,Nothing,5.8
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}]",37232,en,2003-09-09,Travellers and Magicians,6.8
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",10719,en,2003-09-10,Elf,6.4
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",13411,en,2003-10-04,Malibu's Most Wanted,4.7
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",15708,en,2003-10-07,Latter Days,6.7
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",24,en,2003-10-10,Kill Bill: Vol. 1,7.7
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",21765,en,2003-10-10,Good Boy!,4.7
"[{""id"": 35, ""name"": ""Comedy""}]",1792,en,2003-10-12,Stuck on You,5.1
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",38970,it,2003-11-02,"Remember Me, My Love",5.8
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",10632,en,2003-11-03,The Hunted,6
"[{""id"": 27, ""name"": ""Horror""}]",2662,en,2003-11-04,House of 1000 Corpses,6
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",9662,fr,2003-11-06,The Triplets of Belleville,7.3
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",8698,en,2003-11-07,The League of Extraordinary Gentlemen,5.7
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",10629,en,2003-11-07,Veronica Guerin,6.8
"[{""id"": 28, ""name"": ""Action""}]",1428,en,2003-11-09,Once Upon a Time in Mexico,6.2
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",30973,en,2003-11-09,The Visual Bible: The Gospel of John,8.2
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",10105,en,2003-11-09,Saints and Soldiers,6.6
[],48382,en,2003-12-09,"The Book of Mormon Movie, Volume 1: The Journey",5
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",6964,en,2003-12-12,Something's Gotta Give,6.3
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",41488,en,2003-12-12,The Statement,5.9
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",45881,en,2004-01-01,The Bridge of San Luis Rey,5.4
"[{""id"": 35, ""name"": ""Comedy""}]",11025,en,2004-01-05,New York Minute,5.5
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",12612,en,2004-01-05,Freeze Frame,6.9
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",11632,en,2004-01-09,Vanity Fair,5.5
"[{""id"": 18, ""name"": ""Drama""}]",39851,en,2004-01-09,Clean,6.7
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",11128,en,2004-01-10,Ladder 49,6.2
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 80, ""name"": ""Crime""}]",176,en,2004-01-10,Saw,7.2
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2288,en,2004-01-12,Closer,6.7
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",13700,en,2004-02-04,Home on the Range,5.7
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1487,en,2004-02-04,Hellboy,6.5
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",11358,en,2004-02-04,Walking Tall,6
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",15237,en,2004-02-07,De-Lovely,6.3
"[{""id"": 18, ""name"": ""Drama""}]",37694,en,2004-02-07,Proud,5.5
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",342,de,2004-02-09,Summer Storm,6.7
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",11208,en,2004-03-09,Wicker Park,6.7
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",11162,en,2004-03-09,The Merchant of Venice,6.7
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",15644,en,2004-03-09,Paparazzi,5.8
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",18701,en,2004-03-09,Being Julia,6.4
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",18475,en,2004-03-09,The Cookout,4.6
"[{""id"": 18, ""name"": ""Drama""}]",1913,es,2004-03-09,The Sea Inside,7.2
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",464,sv,2004-03-09,As It Is in Heaven,6.9
"[{""id"": 35, ""name"": ""Comedy""}]",17047,en,2004-03-12,Agent Cody Banks 2: Destination London,5.2
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",11141,en,2004-04-04,Laws of Attraction,5.6
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",1538,en,2004-04-08,Collateral,7
"[{""id"": 18, ""name"": ""Drama""}]",11184,en,2004-04-09,Kinsey,6.6
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",11658,ko,2004-05-02,Tae Guk Gi: The Brotherhood of War,7.4
"[{""id"": 37, ""name"": ""Western""}, {""id"": 12, ""name"": ""Adventure""}]",2023,en,2004-05-03,Hidalgo,6.5
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",9384,en,2004-05-03,Starsky & Hutch,5.6
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",9806,en,2004-05-11,The Incredibles,7.4
"[{""id"": 99, ""name"": ""Documentary""}]",126141,en,2004-05-12,The Case of the Grinning Cat,7.7
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",14292,en,2004-06-02,Miracle,7
"[{""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",20483,en,2004-06-02,Catch That Kid,4.9
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}]",44413,es,2004-06-05,The Holy Girl,6.8
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",11130,en,2004-06-08,The Princess Diaries 2: Royal Engagement,6
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",14846,en,2004-06-08,Little Black Book,5.2
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",83,en,2004-06-08,Open Water,5.4
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",9759,en,2004-06-09,Cellular,6.1
"[{""id"": 37, ""name"": ""Western""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",10733,en,2004-07-04,The Alamo,5.8
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",1997,en,2004-07-04,Two Brothers,6.9
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2122,en,2004-07-04,The Whole Ten Yards,5.5
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",19084,en,2004-07-04,Johnson Family Vacation,4.7
"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",16617,en,2004-07-05,Mindhunters,6.3
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",10740,en,2004-08-09,Birth,5.9
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",613,de,2004-08-09,Downfall,7.7
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",14337,en,2004-08-10,Primer,6.9
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",36648,en,2004-08-12,Blade: Trinity,5.7
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",9833,en,2004-08-12,The Phantom of the Opera,7
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",14844,en,2004-09-01,Chasing Liberty,6.1
"[{""id"": 35, ""name"": ""Comedy""}]",26710,en,2004-09-01,My Baby's Daddy,4.3
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",4553,en,2004-09-02,The Machinist,7.3
"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",14442,en,2004-09-04,Ella Enchanted,5.9
"[{""id"": 35, ""name"": ""Comedy""}]",10591,en,2004-09-04,The Girl Next Door,6.3
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",747,en,2004-09-04,Shaun of the Dead,7.5
"[{""id"": 35, ""name"": ""Comedy""}]",8699,en,2004-09-07,Anchorman: The Legend of Ron Burgundy,6.7
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",9893,en,2004-09-07,Sleepover,5.3
"[{""id"": 99, ""name"": ""Documentary""}]",291,en,2004-09-07,Riding Giants,7.6
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",10045,fr,2004-09-11,District B13,6.5
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",163,en,2004-09-12,Ocean's Twelve,6.4
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}]",9470,cn,2004-10-02,Kung Fu Hustle,7.2
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",80,en,2004-10-02,Before Sunset,7.6
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",9890,en,2004-10-06,The Stepford Wives,5.4
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",8920,en,2004-10-06,Garfield,5.2
"[{""id"": 35, ""name"": ""Comedy""}]",11247,en,2004-10-07,A Cinderella Story,6.1
"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",14024,en,2004-10-08,Raise Your Voice,6
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1577,en,2004-10-09,Resident Evil: Apocalypse,6.1
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1599,en,2004-10-09,I Heart Huckabees,6.2
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",54702,en,2004-10-09,Malevolence,4.9
"[{""id"": 10402, ""name"": ""Music""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",3989,en,2004-10-10,Team America: World Police,6.6
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",5255,en,2004-10-11,The Polar Express,6.4
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",9801,en,2004-10-11,Bridget Jones: The Edge of Reason,6.1
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",421,en,2004-10-12,The Life Aquatic with Steve Zissou,7.1
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",57825,en,2004-11-02,Bride & Prejudice,6.5
"[{""id"": 18, ""name"": ""Drama""}]",182291,en,2004-11-04,On The Downlow,6
[],194588,en,2004-11-05,Short Cut to Nirvana: Kumbh Mela,0
"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2789,en,2004-11-06,The Chronicles of Riddick,6.3
"[{""id"": 35, ""name"": ""Comedy""}]",8193,en,2004-11-06,Napoleon Dynamite,6.7
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",205,en,2004-11-09,Hotel Rwanda,7.5
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",25248,en,2004-11-09,Saint Ralph,7.3
"[{""id"": 18, ""name"": ""Drama""}]",78307,en,2004-11-09,On the Outs,5.9
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",11249,en,2004-11-11,Seed of Chucky,4.9
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",1586,en,2004-12-03,Secret Window,6.4
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",395,en,2004-12-08,AVP: Alien vs. Predator,5.5
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",19316,en,2004-12-09,Saving Face,6.8
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",12109,en,2004-12-09,It's All Gone Pete Tong,7.1
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",10589,en,2004-12-11,After the Sunset,6
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",4251,hi,2004-12-11,Veer-Zaara,7.4
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",15045,en,2004-12-12,Fat Albert,4.3
"[{""id"": 18, ""name"": ""Drama""}]",29078,en,2005-01-01,The Game of Their Lives,5.8
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",9288,en,2005-01-01,Dungeons & Dragons: Wrath of the Dragon God,4.8
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",67373,en,2005-01-01,This Thing of Ours,5
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",43630,en,2005-01-01,The Helix... Loaded,4.8
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",20520,en,2005-01-01,The Motel,7
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}]",20981,en,2005-01-01,The Call of Cthulhu,6.9
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1544,en,2005-01-02,Imagine Me & You,7
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",40769,en,2005-01-03,Mutual Appreciation,6.1
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",187,en,2005-01-04,Sin City,7.2
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",9779,en,2005-01-06,The Sisterhood of the Traveling Pants,6.3
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",14057,en,2005-01-09,Trust the Man,5.5
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",46729,en,2005-01-10,Fetching Cody,6.8
